_Word,Pron,Log_Freq_HAL,Log_Freq_SUBTLEX,aoa
landslides,lændslĨdz,4.09,0.6,9.42
langsyne,læŋzĨn,NULL,NULL,NaN
language,læŋgwIĵ,11.49,3.25,6.79
languid,læŋgwId,4.01,1.04,15.54
languish,læŋgwI∫,4.63,0.95,13.8
languished,læŋgwI∫t,4.68,0.9,13.8
languor,læŋgɝ,2.3,1.04,12.67
lanky,læŋk!,4.74,1.36,9.72
lantern,lændɝn,7.63,2.02,8.55
lanterns,lændɝnz,5.28,1.51,8.55
lanyard,lænyɝd,4.69,0.7,12.14
Laos,lɑos,7.36,1.48,NaN
lapdog,læpdɔg,3.53,1.34,10.1
lapel,ləpɛl,5.48,1.42,11.73
lapels,ləpɛlz,4.47,1.36,11.73
lapping,læpIŋ,5.94,1.34,3.15
lapses,læpsəz,5.95,1.15,11.68
lapsing,læpsIŋ,3.89,0.48,NaN
larder,lɑrdɝ,3.43,0.95,14.5
largely,lɑrĵl!,9.16,1.93,NaN
larger,lɑrĵɝ,10.44,2.62,5.74
largesse,lɑrĵɛs,4.84,1,12.31
largest,lɑrĵIst,9.9,2.61,5.74
larkspur,lɑrkspɝ,5.5,0.48,14.5
Larry,lær!,10.22,3.46,NaN
larva,lɑrvə,7.3,1.15,8.83
larvae,lɑrv!,7.66,1.48,8.83
larval,lɑrvl,4.9,0.9,11.41
larynx,lærIŋks,4.69,1.77,12.72
laser,lezɝ,9.69,2.64,8.67
lashes,læ∫əz,6.17,1.65,9.47
lashing,læ∫Iŋ,5.71,1.38,9.47
lashings,læ∫Iŋz,3.56,0.85,NaN
lasses,læsəz,4.3,1.08,10.07
lassie,læs!,5.92,2.17,NaN
lasso,læso,5.2,1.66,8.56
lasted,læstəd,8.22,2.5,4.35
lasting,læstIŋ,8.13,2.08,8.17
lastly,læstl!,8.23,1.51,NaN
latches,læ©əz,5.94,0.9,8
latchkey,læ©k!,3.71,1.23,12.83
lately,letl!,9.49,3.39,NaN
latent,letnt,6.8,1.6,15.17
later,ledɝ,11.59,4.17,4.75
latest,ledIst,10.88,2.98,5.28
latex,letɛks,8.95,1.88,13.48
lather,læðɝ,5.93,1.46,8.05
lathered,læðɝd,4.61,0.95,8.05
Latin,lætn,9.36,2.75,NaN
latrine,lətr!n,4.47,2.18,12.27
latter,lædɝ,9.79,1.81,10.69
lattice,lædəs,6.65,0.7,11
laudanum,lɔdnəm,3.3,1.43,15.36
lauder,lɔdɝ,4.83,1.11,NaN
laughing,læfIŋ,9.01,3.43,3.79
laughter,læftɝ,8.54,2.85,5.39
launcher,lɔn©ɝ,8.66,1.63,9.16
launches,lɔn©əz,7.46,1.52,7.92
launching,lɔn©Iŋ,7.88,2.09,7.92
launchings,lɔn©Iŋz,2.71,0.3,NaN
launder,lɔndɝ,5.11,1.54,10.12
laundered,lɔndɝd,5.11,1.4,10.12
laundry,lɔndr!,7.77,2.99,6.05
Laura,lɔrə,9.03,3.16,NaN
laureate,lɔr!ət,7.99,0.9,15.83
laurel,lɔrəl,7.84,2.28,NaN
laurels,lɔrəlz,5.37,1.18,NaN
Lauren,lɔrən,7.44,NULL,NaN
Laurence,lɔrəns,7.78,1.73,NaN
Laurie,lɔr!,8.36,NULL,NaN
lava,lɑvə,7.92,2.25,6.44
lavish,lævI∫,6.23,1.6,10.76
lavished,lævI∫t,4.26,1,10.76
lawful,lɔfl,7.5,2.05,11.05
lawless,lɔləs,6.55,1.36,10.68
lawman,lɔmæn,4.17,1.77,9.68
lawmen,lɔmən,3.81,1.08,9.68
Lawrence,lɔrəns,9.36,2.84,NaN
lawsuit,lɔsut,8.26,2.49,10.56
lawsuits,lɔsuts,7.74,2,10.56
lawyer,lɔyɝ,9.4,3.61,7.78
lawyer's,lɔyɝz,6.02,NULL,NaN
lawyers,lɔyɝz,9.35,2.99,7.78
laxness,læksnəs,2.77,NULL,NaN
layering,leɝIŋ,5.72,0.9,8.78
laying,leIŋ,8.49,2.76,5.84
layman's,lemənz,5.78,NULL,NaN
laymen,lemən,5.22,0.7,10.65
laymen's,lemənz,3.58,NULL,NaN
layoff,leɔf,5.85,1.08,12.76
layoffs,leɔfs,6.68,1.04,12.76
layout,leĂt,9.13,2.25,10.47
lazy,lez!,8.75,2.77,6.39
leaches,l!©əz,5.04,0.7,9.2
leaded,lɛdəd,6.13,1.38,8.22
leaden,lɛdn,4.32,0.78,12.25
leader,l!dɝ,10.4,3.2,6.9
leader's,l!dɝz,5.77,NULL,NaN
leaders,l!dɝz,9.93,2.66,6.9
leading,l!dIŋ,10.34,3.03,6.76
leadings,lɛdIŋz,4.19,NULL,NaN
leaflet,l!flət,6.36,0.48,10.37
leaflets,l!fləts,6.58,1.15,10.37
leafy,l!f!,5.67,1.4,5.62
leakage,l!kIĵ,6.54,1.46,9.58
leaky,l!k!,6.15,1.76,5.78
leaning,l!nIŋ,8,2.34,6.48
leapfrog,l!pfrɑg,5.39,1.28,5.41
leaping,l!pIŋ,7.12,1.91,5.53
learners,lɝnɝz,6.25,0.78,6.26
learning,lɝnIŋ,10.46,3.02,4.44
leases,l!səz,6.24,1.53,11.11
leashes,l!∫əz,5.51,1.2,5.79
leasing,l!sIŋ,6.93,1.45,NaN
leather,lɛðɝ,9.35,2.84,7.25
leathered,lɛðɝd,2.2,NULL,NaN
leathers,lɛðɝz,5.95,1.11,7.25
leaven,lɛvn,4.79,NULL,NaN
leavened,lɛvnd,3.83,0.48,NaN
leaving,l!vIŋ,10.14,3.86,5.58
leavings,l!vIŋz,2.83,1.04,9.75
lecher,lɛ©ɝ,3.43,0.78,11.29
lectern,lɛktɝn,3.18,0.7,12.92
lecture,lɛk©ɝ,8.47,2.73,9.5
lectured,lɛk©ɝd,5.94,1.45,9.5
lectures,lɛk©ɝz,8.13,2.11,9.5
ledger,lɛĵɝ,6.59,1.8,12.78
ledgers,lɛĵɝz,4.19,1.3,12.78
ledges,lɛĵəz,5.93,0.7,11.05
leering,lIrIŋ,5.13,1.42,10.75
leery,lIr!,5.86,2.21,NaN
leeway,l!we,6.14,1.46,11.17
leftfield,lɛftf!ld,4.08,NULL,NaN
leftist,lɛftIst,7.68,1,13.22
leftward,lɛftwɝd,4.26,NULL,NaN
legal,l!gəl,11.05,3.26,9.17
legend,lɛĵənd,9.51,2.94,8.42
legends,lɛĵəndz,9.88,2.26,8.42
leger,lɛĵɝ,5.36,1,NaN
legers,lɛĵɝz,1.95,NULL,NaN
leggings,lɛgIŋz,5.49,1.15,10
leggy,lɛg!,4.72,1.04,11.28
legion,l!ĵən,8.41,2.1,11.15
legions,l!ĵənz,7.06,1.57,11.15
legit,ləĵIt,7.22,2.14,11.35
legless,lɛgləs,3.89,0.85,8.37
legroom,lɛgrum,4.5,0.78,8.81
legume,lɛgyum,4.69,NULL,NaN
lei,le!,7.13,1.58,NaN
leisure,l!ʒr,7.85,2.11,9.84
lemma,lɛmə,5.17,0.3,15.5
lemming,lɛmIŋ,6.23,0.85,12.65
lemon,lɛmən,8.3,2.79,4.74
lemons,lɛmənz,6.24,1.93,4.74
lemur,l!mɝ,8.19,1,11.56
lender,lɛndɝ,6.01,0.95,9.5
lending,lɛndIŋ,7.38,1.99,8.45
lengthen,lɛŋθən,5.89,1.11,7.84
lengthened,lɛŋθənd,5.36,1,7.84
lengthways,lɛŋθwez,2.89,NULL,NaN
lengthwise,lɛŋθwĨz,5.98,1.2,NaN
lengthy,lɛŋθ!,8.1,1.58,9.11
lenience,l!n!əns,1.1,0.48,10.94
lenient,l!n!ənt,5.93,1.67,11.67
Lenin,lɛnIn,7.09,1.59,NaN
lenses,lɛnzəz,8.53,2.07,9.53
lentil,lɛndl,4.63,1.08,13.06
lentils,lɛndlz,5.82,1.08,13.06
Leo,l!o,8.61,3.41,NaN
Leon,l!ɑn,8.41,2.72,NaN
Leonard,lɛnɝd,8.59,2.8,NaN
leopard,lɛpɝd,6.55,2.44,6.84
leopard's,lɛpɝdz,2.4,NULL,NaN
leopards,lɛpɝdz,5.06,1.61,6.84
leotard,l!ətɑrd,5.51,1.32,NaN
leper,lɛpɝ,5.63,1.81,11.88
lesbian,lɛzb!ən,8.94,2.69,13.05
lesbians,lɛzb!ənz,7.92,2.14,13.05
lesion,l!ʒn,5.26,1.49,12.82
Leslie,lɛzl!,8.57,NULL,NaN
lessen,lɛsn,7.02,1.49,8.88
lessened,lɛsnd,6.26,0.9,8.88
lessens,lɛsnz,5.53,0.78,8.88
lesser,lɛsɝ,8.89,2.14,3.95
lesson,lɛsn,8.99,3.22,7.8
lessons,lɛsnz,8.86,2.89,7.8
Lester,lɛstɝ,7.62,2.56,NaN
Lester's,lɛstɝz,3.66,NULL,NaN
letdown,lɛtdĂn,5.83,1.26,10.28
lethal,l!θəl,8.02,2.46,10.16
letter,lɛdɝ,10.97,3.62,4.74
lettered,lɛdɝd,5.21,0.9,4.74
letters,lɛdɝz,10.4,3.28,4.74
letting,lɛdIŋ,9.45,3.3,4.53
lettuce,lɛdəs,6.88,2.24,4.28
letup,lɛdʌp,2.56,0.3,10.05
levee,lɛv!,4.93,1.43,13.43
level,lɛvl,11.78,3.42,6
leveled,lɛvld,6.29,1.53,6
levelled,lɛvld,5.71,1.18,NaN
levels,lɛvlz,10.56,2.72,6
lever,lɛvɝ,7.61,2.21,7.89
levers,lɛvɝz,6.81,1.3,7.89
levied,lɛv!d,6.06,1,NaN
levies,lɛv!z,4.88,NULL,NaN
Levis,l!vĨz,5.65,0.9,NaN
levy,lɛv!,7.68,2,NaN
lewdly,ludl!,4.85,0.48,NaN
Lewis,luIs,9.64,3.04,NaN
liable,lĨəbl,8.29,2.57,11.11
libel,lĨbl,7.85,1.76,14.12
Libra,l!brə,6.61,1.3,NaN
Libya,lIb!ə,7.14,1.64,NaN
Libyan,lIb!ən,6.39,1.32,NaN
license,lĨsns,10.03,3.21,8.7
licensed,lĨsnst,8.54,2.15,NaN
lichen,lĨkən,4.6,0.7,11.67
licking,lIkIŋ,8.05,2.25,4.3
lidless,lIdləs,1.95,0.48,10.06
lifebelt,lĨfbɛlt,NULL,0.3,11.75
lifeblood,lĨfblʌd,6.71,1.15,13.47
lifeboat,lĨfbot,5.2,1.86,7.72
lifeboats,lĨfbots,4.33,1.51,7.72
lifebuoy,lĨfbœ,NULL,0.6,10.12
lifeguard,lĨfgɑrd,5.89,1.93,5.63
lifeguards,lĨfgɑrdz,4.79,1.32,5.63
lifeless,lĨfləs,6.42,1.81,9.22
lifelike,lĨflĨk,5.2,1.51,8.65
lifeline,lĨflĨn,5.56,1.65,8.8
lifelong,lĨflɔŋ,6.91,1.89,8.8
lifer,lĨfɝ,3.85,1.48,12.93
lifetime,lĨftĨm,9.03,2.97,9
lifted,lIftəd,8.54,2.56,4.74
lifters,lIftɝz,5.39,1.04,10.59
lifting,lIftIŋ,8.17,2.35,4.74
lightbulb,lĨtbʌlb,6.58,NULL,5.89
lighted,lĨdəd,6.5,1.76,4.05
lighten,lĨtn,7.48,2.48,7.95
lightened,lĨtnd,5.21,0.85,7.95
lightens,lĨtnz,3.95,0.9,7.95
lighter,lĨdɝ,8.56,2.66,7.12
lighters,lĨdɝz,5.86,1.18,7.12
lightest,lĨdIst,5.85,1.08,4.05
lightfoot,lĨtfʊt,6.12,1.08,NaN
lighthouse,lĨthĂs,7.18,2.2,6.11
lighting,lĨdIŋ,8.71,2.51,7.48
lightly,lĨtl!,8.86,2.37,NaN
lightness,lĨtnəs,5.63,1.32,9
lightning,lĨtnIŋ,9.48,2.86,4.76
lightship,lĨ©Ip,4.25,NULL,NaN
lightweight,lĨtwet,7.64,1.78,7.95
likely,lĨkl!,11.18,3.12,6.33
likened,lĨkənd,5.83,1,11.59
likeness,lĨknəs,6.39,2,8.84
likewise,lĨkwĨz,8.88,2.26,NaN
liking,lĨkIŋ,8.03,2.51,3.69
lilac,lĨlək,5.53,1.6,8.89
lilacs,lĨləks,4.04,1.38,8.89
lilies,lIl!z,5.46,1.99,6.67
Lilly,lIl!,6.91,2.38,NaN
Lilly's,lIl!z,3.81,NULL,NaN
lilting,lIltIŋ,4.25,0.9,12.5
lily,lIl!,7.88,3.14,6.67
Lima,l!mə,7.62,1.79,NaN
limber,lImbɝ,4.63,1.63,9.67
limbic,lImbIk,4.77,1,16.27
limbo,lImbo,7.06,2.09,9.21
limeade,lĨmed,2.3,0.78,9.35
limejuice,lĨmĵus,NULL,NULL,NaN
limekiln,lĨmkIln,0.69,NULL,14.83
limelight,lĨmlĨt,6.16,1.59,11.89
limestone,lĨmston,6.34,1.45,12
limit,lImət,10.35,2.82,6.3
limits,lIməts,9.74,2.57,6.3
limpid,lImpId,3.47,0.7,14.7
limping,lImpIŋ,5.38,1.77,7.16
limply,lImpl!,4.57,NULL,NaN
Lincoln,lIŋkən,9.02,2.98,NaN
Lincoln's,lIŋkənz,6.11,NULL,NaN
Linda,lIndə,9.2,3.13,NaN
Linda's,lIndəz,6.14,NULL,NaN
Lindsay,lIndz!,7.27,NULL,NaN
Lindsey's,lIndz!z,3.04,NULL,NaN
lindy,lInd!,6.22,1.59,NaN
lineal,lIn!əl,3.91,NULL,NaN
linear,lIn!ɝ,8.97,1.46,11.22
lineback,lĨnbæk,3.4,NULL,NaN
lineman,lĨnmən,5.56,1.04,11.44
linemen,lĨnmən,5.14,0.95,11.44
linen,lInən,7.26,2.18,7.68
liner,lĨnɝ,7.88,1.8,7.42
liners,lĨnɝz,6.82,1.23,7.42
linesman,lĨnzmən,4.3,0.3,12.11
lineup,lĨnʌp,7.61,2.16,8.42
linger,lIŋgɝ,6.37,1.88,10.56
lingered,lIŋgɝd,5.51,1.26,10.56
lingers,lIŋgɝz,5.2,1.32,10.56
lingo,lIŋgo,6.6,1.78,10.89
lingual,lIŋgwəl,4.93,0.7,12.59
linguist,lIŋgwIst,6.35,1.45,13.82
linguists,lIŋgwIsts,6.38,0.7,13.82
lining,lĨnIŋ,7.46,2.37,9.3
linkage,lIŋkIĵ,7.27,1.2,11.26
linking,lIŋkIŋ,8.7,1.83,9.94
linseed,lIns!d,4.88,1.04,15.06
Linus,lĨnəs,7.28,NULL,NaN
Lionel,lĨənl,7.58,2.29,NaN
lioness,lĨənəs,5.8,1.26,7.41
lipid,lĨpId,5.51,0.6,14.22
lipstick,lIpstIk,6.94,2.65,5.42
liqueur,lIkɝ,5.11,1.46,12.4
liquid,lIkwId,9.11,2.6,5.83
liquids,lIkwIdz,6.55,1.66,5.83
liquor,lIkɝ,7.8,2.95,8.4
lira,lIrə,6.08,1.52,13.27
Lisa,l!sə,9.53,NULL,NaN
Lisbon,lIzbən,6.19,1.93,NaN
lisping,lIspIŋ,3.4,1,NaN
listed,lIstəd,10.9,2.45,5.58
listen,lIsn,10.43,4.44,5.4
listened,lIsnd,8.68,2.87,5.4
listens,lIsnz,7.3,2.45,5.4
listing,lIstIŋ,10.02,1.99,8.58
listings,lIstIŋz,9.31,1.43,8.58
listless,lIstləs,4.72,1,12.11
liter,l!dɝ,7.36,1.95,9.86
liters,l!dɝz,6.32,2.15,9.86
lithium,lIθ!əm,7.43,1.79,13.9
litmus,lItməs,5.83,1.15,13.88
litter,lIdɝ,8.12,2.3,7.61
littered,lIdɝd,6.01,1.4,7.61
litters,lIdɝz,5.89,0.85,7.61
little,lIdl,12.57,4.87,3.95
livelier,lĨvl!ɝ,3.87,0.9,8.6
livelong,lĨvlɔŋ,1.39,1.15,9
lively,lĨvl!,7.54,2.32,8.6
liver,lIvɝ,10.13,2.86,8.56
livers,lIvɝz,5.24,1.46,8.56
livestock,lĨvstɑk,7.26,2.01,7.89
livid,lIvId,5.2,1.36,12
living,lIvIŋ,11.23,3.9,6.1
lizard,lIzɝd,8.65,2.39,5.42
lizard's,lIzɝdz,4.91,NULL,NaN
lizards,lIzɝdz,7.07,1.82,5.42
llama,lɑmə,7.1,1.86,8.61
loaded,lodəd,9.81,2.98,7.78
loader,lodɝ,7.75,1.38,9.83
loaders,lodɝz,6.61,0.7,9.83
loading,lodIŋ,9.24,2.4,NaN
loadings,lodIŋz,5.17,0.3,NaN
loafer,lofɝ,3.18,1.32,11.94
loathing,loðIŋ,6.88,1.42,13.21
loathsome,loðsm,5.68,1.73,12.7
lobar,lobɝ,NULL,0.3,17.14
lobbied,lɑb!d,5.59,0.9,7.71
lobbies,lɑb!z,5.61,1.11,7.71
lobby,lɑb!,8.38,2.81,7.71
lobster,lɑbstɝ,6.74,2.57,7.44
lobule,lɑbyul,1.1,NULL,NaN
lobules,lɑbyulz,1.1,NULL,NaN
local,lokəl,11.85,3.33,8.79
locale,lokæl,7.43,1.23,11.06
locales,lokælz,6.64,0.6,11.06
locate,loket,9.34,2.72,7.95
loci,losĨ,5.66,0.48,12.65
locker,lɑkɝ,7.53,2.91,8.22
locket,lɑkət,4.88,1.94,8.35
locking,lɑkIŋ,8.39,2.33,5.74
lockjaw,lɑkĵɔ,3.89,1.18,11.65
lockout,lɑkĂt,6.49,1.23,12
locksmith,lɑksmIθ,5.6,1.72,9.58
lockstitch,lɑkstI©,NULL,NULL,NaN
lockup,lɑkʌp,6.91,1.85,8.84
loco,loko,6.65,2.01,10.4
locus,lokəs,11.23,1.26,12.65
locust,lokəst,6.13,1.65,8.67
lodges,lɑĵəz,6.43,1.32,8.26
lodging,lɑĵIŋ,7.25,1.64,8.26
lodgings,lɑĵIŋz,5.2,1.3,9.94
lodgment,lɑĵmənt,1.61,NULL,NaN
lofty,lɔft!,6.46,1.61,10.45
logbook,lɔgbʊk,5.66,1.2,12.22
logger,lɔgɝ,5.38,0.85,9.82
logging,lɔgIŋ,8.56,1.67,NaN
logic,lɑĵIk,10.43,2.54,10.58
logjam,lɔgĵæm,3.87,0.7,9.69
loincloth,lœnklɔθ,4.3,1,9.67
Lois,loIs,8.02,NULL,NaN
loiter,lœdɝ,4.16,1.15,11.94
lolling,lɑlIŋ,4.08,0.95,10.94
lolly,lɑl!,4.06,1.08,8
London,lʌndən,10.4,3.37,NaN
London's,lʌndənz,6.06,NULL,NaN
lonelier,lonl!ɝ,2.4,1.18,5.8
lonely,lonl!,8.49,3.33,5.8
loner,lonɝ,5.66,2.2,9.83
loners,lonɝz,4.48,1.23,9.83
lonesome,lonsm,6.64,2.55,8.17
longboat,lɔŋbot,2.94,1.34,11.27
longbow,lɔŋbo,5.95,0.9,13.39
longer,lɔŋgɝ,11.2,3.7,4.24
longest,lɔŋgIst,8.32,2.39,4.24
longhaired,lɔŋhɛrd,5.05,0.95,7.05
longhand,lɔŋhænd,3.58,NULL,NaN
longhorn,lɔŋhɔrn,4.67,1.23,10.37
longhorns,lɔŋhɔrnz,4.63,1.08,10.37
longing,lɔŋIŋ,6.68,2.16,NaN
longings,lɔŋIŋz,4.01,0.9,NaN
longrun,lɔŋrʌn,3.37,NULL,NaN
longship,lɔŋ∫Ip,2.08,0.48,13.33
longshore,lɔŋ∫or,3.85,0.48,12.04
longshot,lɔŋ∫ɑt,6.11,0.78,10.84
longways,lɔŋwez,2.4,0.6,10.44
loofah,lufə,2.08,1.32,NaN
looker,lʊkɝ,4.84,1.73,8.12
looking,lʊkIŋ,12.33,4.34,4.05
lookout,lʊkĂt,7.05,2.36,7.06
lookup,lʊkʌp,7.77,0.48,8.17
looming,lumIŋ,6.05,1.45,8.78
loony,lun!,6.7,2.09,7.59
loophole,luphol,6.42,1.72,10.8
loopholes,lupholz,6.77,1.49,10.8
loopy,lup!,5.86,1.53,8.6
loosely,lusl!,7.85,1.62,NaN
loosen,lusn,7.19,2.45,7.22
loosened,lusnd,6.41,1.72,7.22
looseness,lusnəs,4.8,0.7,9.1
loosens,lusnz,4.98,1.32,7.22
looser,lusɝ,6.62,1.43,7.71
loosest,lusIst,4.29,0.48,7.71
looted,ludəd,5.61,1.32,NaN
looter,ludɝ,2.64,1.04,12.47
looting,ludIŋ,6.17,1.75,NaN
lordless,lɔrdlIs,1.1,NULL,NaN
lordly,lɔrdl!,3.64,0.9,11.56
lordship,lɔrd∫Ip,4.69,2.22,10.06
loser,luzɝ,8.34,3.14,6.67
losers,luzɝz,8.02,2.69,6.67
loses,luzəz,8.63,2.69,5.78
losing,luzIŋ,9.66,3.44,5.78
losses,lɔsəz,8.73,2.38,5
lotion,lo∫n,7.04,2.22,5.83
lotions,lo∫nz,5.02,1.3,5.83
lotto,lɑdo,6.73,1.93,11
lotus,lodəs,9.91,2.02,13.59
louder,lĂdɝ,7.75,2.71,4.54
loudest,lĂdIst,6.34,1.54,4.54
loudly,lĂdl!,8,2.12,NaN
loudmouth,lĂdmĂθ,4.94,1.73,8.5
Louis,lu!,9.92,3.12,NaN
Louis's,lu!z,6.08,NULL,NaN
Louise,lu!z,7.89,2.86,NaN
lounger,lĂnĵɝ,2.89,0.6,9.82
lounges,lĂnĵəz,4.95,1.08,9.53
lounging,lĂnĵIŋ,5.33,1.34,9.53
lousy,lĂz!,8.48,3.08,7.84
lovebird,lʌvbɝd,4.25,0.78,8.44
lovechild,ləv©Ĩld,2.3,NULL,NaN
loveless,lʌvləs,5.54,1.38,11.06
lovelies,lʌvl!z,3.53,1.15,7.26
lovelorn,lʌvlɔrn,4.14,1.23,15.67
lovely,lʌvl!,9.01,3.69,7.26
lover,lʌvɝ,8.87,3.13,9.16
lover's,lʌvɝz,6.46,NULL,NaN
lovers,lʌvɝz,8.61,2.76,9.16
lovesick,lʌvsIk,4.01,1.56,9.68
loving,lʌvIŋ,9.07,3.11,5.17
lowborn,lobɔrn,NULL,0.3,14.14
lowbred,lobrɛd,NULL,NULL,NaN
lowbrow,lobrĂ,3.85,0.9,13.08
lowdown,lodĂn,5.29,1.75,12.28
lowering,loɝIŋ,7.85,1.78,NaN
lowermost,loɝmost,2.71,NULL,NaN
lowest,loIst,9.15,2.35,4.7
lowland,lolənd,4.91,0.85,12.72
lowlands,loləndz,5.09,0.7,12.72
lowly,lol!,7.22,1.94,10.56
loyalist,lœəlIst,5.87,1,12.61
loyalists,lœəlIsts,5.67,0.78,12.61
loyalties,lœəlt!z,6.1,1.62,8.78
loyalty,lœəlt!,8.05,2.78,8.78
lozenge,lɑznĵ,4.04,0.95,9
lubber,lʌbɝ,1.95,0.78,9.78
Lucas,lukəs,8.47,NULL,NaN
lucent,lusənt,5.2,0.78,14.69
lucid,lusId,8.34,1.82,13.74
Lucille,lus!l,5.75,2.46,NaN
Lucille's,lus!lz,1.95,NULL,NaN
luckier,lʌk!ɝ,5.19,1.69,5.89
luckless,lʌkləs,3.66,0.48,8.61
lucky,lʌk!,9.79,3.86,5.89
Lucy,lus!,8.15,3.33,NaN
Lucy's,lus!z,5.71,NULL,NaN
luger,lugɝ,6.29,1.73,13.77
luggage,lʌgIĵ,7.41,2.75,7.63
lukewarm,lukwɔrm,6.06,1.4,9.06
lumbar,lʌmbɝ,5.56,1.72,15.88
lumber,lʌmbɝ,7.22,2.1,7.33
lumbered,lʌmbɝd,4.04,0.6,7.33
lumen,lumən,5.3,0.6,17
lummox,lʌməks,4.16,1.18,12
lumpish,lʌmpI∫,1.39,NULL,NaN
lumpy,lʌmp!,5.8,1.95,6.89
lunar,lunɝ,8.06,2.03,9.15
luncheon,lʌn©ən,6.43,2.23,9.74
luncheons,lʌn©ənz,4.45,1.11,9.74
lunchroom,lʌn©rum,4.89,1.26,5.37
lunchtime,lʌn©tĨm,6.01,2.1,4.94
lurching,lɝ©Iŋ,4.39,0.3,NaN
lurid,lʊrId,5.59,1.53,13.69
luring,lʊrIŋ,5.37,1.36,9
lurking,lɝkIŋ,8.23,2.05,10.11
luscious,lʌ∫əs,6.24,1.82,11.11
lushes,lʌ∫əz,2.4,0.78,11.28
luster,lʌstɝ,5.3,1.23,12.16
lustful,lʌstfl,5.77,1.32,12.21
lustre,lʌstɝ,4.62,0.9,NaN
lustrous,lʌstrəs,5.22,1.2,12.67
lusty,lʌst!,5.91,1.51,13.88
Luther,luθɝ,7.79,2.79,NaN
Luther's,luθɝz,4.45,NULL,NaN
lying,lĨIŋ,9.61,3.65,3.75
lyric,lIrIk,7.53,1.76,10.35
lyrics,lIrIks,9.6,2.42,8.32
Lysol,lĨsol,4.37,1.2,NaN
macaw,məkɔ,5.62,1.11,8.8
Macbeth,məkbɛθ,6.15,2.08,NaN
machine,mə∫!n,11.7,3.55,6.53
machines,mə∫!nz,10.8,2.85,6.53
mackerel,mækrəl,5.73,2.04,10.72
Madam,mædəm,7.2,3.35,NaN
Madame,mədɑm,6.87,3.2,NaN
madcap,mædkæp,4.5,1.23,13.73
madden,mædn,6.95,1.48,10.12
madhouse,mædhĂs,5.32,1.83,9.11
madly,mædl!,6.66,2.19,NaN
madman,mædmən,7.19,2.43,8.78
madmen,mædmən,5.22,1.42,8.78
madness,mædnəs,8.42,2.64,9.42
Madrid,mədrId,7.84,2.13,NaN
maelstrom,melstrəm,6.33,0.78,15.93
maestro,mĨstro,6.55,2.18,11.58
maestro's,mĨstroz,3.56,NULL,NaN
Mafia,mɑf!ə,7.79,2.38,NaN
Maggie,mæg!,7.9,3.14,NaN
Maggie's,mæg!z,5.67,NULL,NaN
maggot,mægət,6.21,1.91,9.5
maggots,mægəts,6.48,2.03,9.5
magi,meĵĨ,6.09,1.43,NaN
magic,mæĵIk,10.78,3.43,5.52
magma,mægmə,6.17,1.28,9.78
magnate,mægnət,4.57,1.11,14.93
magnates,mægnəts,3.93,0.48,14.93
magnet,mægnət,7.71,2.15,6.1
magnum,mægnəm,7.62,2.79,NaN
magpie,mægpĨ,6.19,1.4,10.47
magpies,mægpĨz,4.01,0.48,10.47
mahjong,mɑĵɑŋ,5.2,1.95,15.18
maiden,medn,8.62,2.45,9.58
maidens,mednz,5.57,1.45,9.58
mailbag,melbæg,4.6,0.78,6.25
mailboat,melbot,NULL,NULL,NaN
mailbox,melbɑks,9.08,2.33,6.11
mailer,melɝ,8.36,1.53,NaN
mailing,melIŋ,11.12,1.83,6
mailings,melIŋz,7.16,0.7,6
mailman,melmæn,5.85,2.17,4.72
mainland,menlænd,8.19,2.19,11.63
mainline,menlĨn,6.28,1.04,10.94
mainly,menl!,9.75,2.41,NaN
mainmast,menmæst,2.2,0.48,12.92
mainsail,mensel,3.97,1.36,12.67
mainspring,mensprIŋ,4.04,0.48,12.93
mainstay,menste,5.86,1,11.78
mainstream,menstr!m,9.02,1.81,13.28
maintain,menten,10.22,2.82,9.94
maintained,mentend,9.67,2.06,9.94
maintains,mentenz,8.76,1.76,9.94
major,meĵɝ,11.52,3.73,8.8
majored,meĵɝd,5.03,1.58,8.8
majors,meĵɝz,7.85,2.21,8.8
maker,mekɝ,9,2.4,6.94
makers,mekɝz,8.8,1.91,6.94
makeshift,mek∫Ift,5.67,1.32,13
makeshifts,mek∫Ifts,NULL,NULL,NaN
makeup,mekʌp,8.1,2.9,7.94
making,mekIŋ,11.69,4.05,4.68
makings,mekIŋz,5.21,1.69,NaN
malaise,mælez,5.5,0.95,13.63
Malcolm,mælkəm,8.4,NULL,NaN
maleness,melnɛs,4.94,0.7,11.21
malformed,mælfɔrmd,5.53,0.9,10.89
Mali,mɑl!,6.12,1.74,NaN
malice,mæləs,7.13,1.79,12.33
malign,məlĨn,5.29,1.04,13.67
maligned,məlĨnd,5.72,0.7,13.67
mallard,mælɝd,6.01,1.3,9.94
mallet,mælət,6.07,1.56,10.94
Malta,mɔltə,6.6,1.48,NaN
malted,mɔltəd,5.22,1.18,9.89
Maltese,mɔlt!z,5.79,1.04,NaN
Malthus,mælðʌs,4.87,0.6,NaN
maltreat,mæltr!t,2.2,0.48,13.94
mama,mɑmə,8.19,3.72,1.89
mama's,mɑməz,6.19,NULL,NaN
mamba,mɑmbɑ,3.78,1.26,NaN
mambo,mæmbo,5.96,2.11,11.21
mamma,mɑmə,5.63,2.19,1.89
mammal,mæml,6.51,1.8,7.39
